12,STUDENT PILOT ENDORSEMENTS,"Solo flight in Class B airspace: § <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=fca404decf1a220f3fabdfb984f22c30&node=se14.2.61_195"">61.95</a>(a).","I certify that [First name, MI, Last name] has received the required training of § 61.95(a). I have determined [he or she] is proficient to conduct solo flights in [name of Class B] airspace. [List any applicable conditions or limitations.]",,
13,STUDENT PILOT ENDORSEMENTS,"Solo flight to, from, or at an airport located in Class B airspace: § <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=fca404decf1a220f3fabdfb984f22c30&node=se14.2.61_195"">61.95</a>(b) and 14 CFR part 91, § <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=e84674b39fa42ab46e73e84f7cbb7717&node=se14.2.91_1131"">91.131</a>(b)(1).","I certify that [First name, MI, Last name] has received the required training of § 61.95(b)(1). I have determined that [he or she] is proficient to conduct solo flight operations at [name of airport]. [List any applicable conditions or limitations.]",,
14,STUDENT PILOT ENDORSEMENTS,"Endorsement of U.S. citizenship recommended by the Transportation Security Administration (TSA): Title 49 of the Code of Federal Regulations (49 CFR) § <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=a3865187a19648970c014c23ec4531d1&node=se49.9.1552_13"">1552.3</a>(h).","I certify that [First name, MI, Last name] has presented me a [type of document presented, such as a U.S. birth certificate or U.S. passport, and the relevant control or sequential number on the document, if any] establishing that [he or she] is a U.S. citizen or national in accordance with 49 CFR § 1552.3(h).",,
0,ADDITIONAL STUDENT PILOT ENDORSEMENTS FOR STUDENTS SEEKING SPORT OR RECREATIONAL PILOT CERTIFICATES,,,,
15,ADDITIONAL STUDENT PILOT ENDORSEMENTS FOR STUDENTS SEEKING SPORT OR RECREATIONAL PILOT CERTIFICATES,"Solo flight in Class B, C, and D airspace: § <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=fca404decf1a220f3fabdfb984f22c30&node=se14.2.61_194"">61.94</a>(a).","I certify that [First name, MI, Last name] has received the required training of § 61.94(a). I have determined [he or she] is proficient to conduct solo flights in [name of Class B, C, or D] airspace and authorized to operate to, from through and at [name of airport]. [List any applicable conditions or limitations.]",,
16,ADDITIONAL STUDENT PILOT ENDORSEMENTS FOR STUDENTS SEEKING SPORT OR RECREATIONAL PILOT CERTIFICATES,"Solo flight to, from, or at an airport located in Class B, C, or D airspace or at an airport having an operational control tower: §§ <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=fca404decf1a220f3fabdfb984f22c30&node=se14.2.61_194"">61.94</a>(a) and <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=e84674b39fa42ab46e73e84f7cbb7717&node=se14.2.91_1131"">91.131</a>(b)(1).","I certify that [First name, MI, Last name] has received the required training of § 61.94(a)(1). I have determined that [he or she] is proficient to conduct solo flight operations at [name of airport located in Class B, C, or D airspace or an airport having an operational control tower]. [List any applicable conditions or limitations.]",,
0,SPORT PILOT ENDORSEMENTS,,,,
17,SPORT PILOT ENDORSEMENTS,"Aeronautical knowledge test: §§ <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=68a57376586cf7811701975891e85942&node=se14.2.61_135"">61.35</a>(a)(1) and <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=acc43165e46b9d2302b1adee5572051c&node=se14.2.61_1309"">61.309</a>.","I certify that [First name, MI, Last name] has received the required aeronautical knowledge training of § 61.309. I have determined that [he or she] is prepared for the [name of] knowledge test.",,
18,SPORT PILOT ENDORSEMENTS,"Taking flight proficiency check for different category or class of aircraft: §§ <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=acc43165e46b9d2302b1adee5572051c&node=se14.2.61_1309"">61.309</a> and <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=acc43165e46b9d2302b1adee5572051c&node=se14.2.61_1311"">61.311</a>.","I certify that [First name, MI, Last name] has received the required training required in accordance with §§ 61.309 and 61.311 and have determined that [he or she] is prepared for the [name of] proficiency check.",,
19,SPORT PILOT ENDORSEMENTS,"Passing flight proficiency check for different category or class of aircraft: §§ <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=acc43165e46b9d2302b1adee5572051c&node=se14.2.61_1309"">61.309</a> and <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=acc43165e46b9d2302b1adee5572051c&node=se14.2.61_1311"">61.311</a>.","I certify that [First name, MI, Last name] has met the requirements of §§ 61.309 and 61.311 and I have determined [him or her] proficient to act as pilot in command of [category and class] of light-sport aircraft.",,
20,SPORT PILOT ENDORSEMENTS,"Taking sport pilot practical test: §§ <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=acc43165e46b9d2302b1adee5572051c&node=se14.2.61_1309"">61.309</a>, <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=acc43165e46b9d2302b1adee5572051c&node=se14.2.61_1311"">61.311</a>, and <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=acc43165e46b9d2302b1adee5572051c&node=se14.2.61_1313"">61.313</a>.","I certify that [First name, MI, Last name] has received the training required in accordance with §§ 61.309 and 61.311 and met the aeronautical experience requirements of § 61.313. I have determined that [he or she] is prepared for the [type of] practical test.","Note: The endorsement for a practical test is required in addition to the § <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=68a57376586cf7811701975891e85942&node=se14.2.61_139"">61.39</a> endorsements provided in endorsements 1 and 2 (see paragraphs A.1 and A.2).",
21,SPORT PILOT ENDORSEMENTS,"Passing a sport pilot practical test: §§ <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=acc43165e46b9d2302b1adee5572051c&node=se14.2.61_1309"">61.309</a>, <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=acc43165e46b9d2302b1adee5572051c&node=se14.2.61_1311"">61.311</a>, and <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=acc43165e46b9d2302b1adee5572051c&node=se14.2.61_1313"">61.313</a>.","I certify that [First name, MI, Last name] has met the requirements of §§ 61.309, 61.311, and 61.313, and I have determined [him or her] proficient to act as pilot in command of [category and class of] light-sport aircraft.","Note: This endorsement is required by § <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=acc43165e46b9d2302b1adee5572051c&node=se14.2.61_1317"">61.317</a> and is issued by a Sport Pilot Examiner (SPE).",ssig
22,SPORT PILOT ENDORSEMENTS,"Class B, C, or D airspace, at an airport located in Class B, C, or D airspace, or to, from, through, or at an airport having an operational control tower: § <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=acc43165e46b9d2302b1adee5572051c&node=se14.2.61_1325"">61.325</a>.","I certify that [First name, MI, Last name] has received the required training of § 61.325. I have determined [he or she] is proficient to conduct operations in Class B, C, or D airspace, at an airport located in Class B, C, or D airspace, or to, from, through, or at an airport having an operational control tower.",,
23,SPORT PILOT ENDORSEMENTS,"Light-sport aircraft that has a maximum speed in level flight with maximum continuous power (VH) less than or equal to 87 Knots Calibrated Airspeed (KCAS): § <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=acc43165e46b9d2302b1adee5572051c&node=se14.2.61_1327"">61.327</a>.","I certify that [First name, MI, Last name] has received the required training required in accordance with § 61.327(a) in a [make and model] aircraft. I have determined [him or her] proficient to act as pilot in command of a light-sport aircraft that has a VH less than or equal to 87 KCAS.",,
24,SPORT PILOT ENDORSEMENTS,"Light-sport aircraft that has a VH greater than 87 KCAS: § <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=acc43165e46b9d2302b1adee5572051c&node=se14.2.61_1327"">61.327</a>.","I certify that [First name, MI, Last name] has received the required training required in accordance with § 61.327(b) in a [make and model] aircraft. I have determined [him or her] proficient to act as pilot in command of a light-sport aircraft that has a VH greater than 87 KCAS.",,
0,RECREATIONAL PILOT ENDORSEMENTS,,,,
25,RECREATIONAL PILOT ENDORSEMENTS,"Aeronautical knowledge test: §§ <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=68a57376586cf7811701975891e85942&node=se14.2.61_135"">61.35</a>(a)(1), <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=fb31299fc2877052db8085f15399bb51&node=se14.2.61_196"">61.96</a>(b)(3), and <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=fb31299fc2877052db8085f15399bb51&node=se14.2.61_197"">61.97</a>(b).","I certify that [First name, MI, Last name] has received the required training of § 61.97(b). I have determined that [he or she] is prepared for the [name of] knowledge test.",,
26,RECREATIONAL PILOT ENDORSEMENTS,"Flight proficiency/practical test: §§ <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=fb31299fc2877052db8085f15399bb51&node=se14.2.61_196"">61.96</a>(b)(5), <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=78270bea698f4c3df31afa3287880901&node=se14.2.61_198"">61.98</a>(a) and (b), and <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=78270bea698f4c3df31afa3287880901&node=se14.2.61_199"">61.99</a>.","I certify that [First name, MI, Last name] has received the required training of §§ 61.98(b) and 61.99. I have determined that [he or she] is prepared for the [name of] practical test.","Note: The endorsement for a practical test is required in addition to the § <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=68a57376586cf7811701975891e85942&node=se14.2.61_139"">61.39</a> endorsements provided in endorsements 1 and 2 (see paragraphs A.1 and A.2).",
27,RECREATIONAL PILOT ENDORSEMENTS,"Recreational pilot to operate within 50 NM of the airport where training was received: § <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=68a57376586cf7811701975891e85942&node=se14.2.61_1101"">61.101</a>(b).","I certify that [First name, MI, Last name] has received the required training of § 61.101(b). I have determined that [he or she] is competent to operate at the [name of airport].",,
28,RECREATIONAL PILOT ENDORSEMENTS,"Recreational pilot to act as pilot in command on a flight that exceeds 50 NM of the departure airport: § <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=68a57376586cf7811701975891e85942&node=se14.2.61_1101"">61.101</a>(c).","I certify that [First name, MI, Last name] has received the required cross-country training of § 61.101(c). I have determined that [he or she] is proficient in cross-country flying of part 61 subpart E.",,
29,RECREATIONAL PILOT ENDORSEMENTS,"Recreational pilot with less than 400 flight hours and no logged pilot in command time within the preceding 180 days: § <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=68a57376586cf7811701975891e85942&node=se14.2.61_1101"">61.101</a>(g).","I certify that [First name, MI, Last name] has received the required 180-day recurrent training of § 61.101(g) in a [make and model] aircraft. I have determined [him or her] proficient to act as pilot in command of that aircraft.",,
30,RECREATIONAL PILOT ENDORSEMENTS,"Recreational pilot to conduct solo flights for the purpose of obtaining an additional certificate or rating while under the supervision of an authorized flight instructor: § <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=68a57376586cf7811701975891e85942&node=se14.2.61_1101"">61.101</a>(j).","I certify that [First name, MI, Last name] has received the required training of § 61.87 in a [make and model] aircraft. I have determined [he or she] is prepared to conduct a solo flight on [date] under the following conditions: [List all conditions which require endorsement (e.g., flight which requires communication with air traffic control, flight in an aircraft for which the pilot does not hold a category/class rating, etc.).]",,
31,RECREATIONAL PILOT ENDORSEMENTS,"Class B, C, or D airspace, at an airport located in Class B, C, or D airspace, or to, from, through, or at an airport having an operational control tower: § <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=68a57376586cf7811701975891e85942&node=se14.2.61_1101"">61.101</a>(d).","I certify that [First name, MI, Last name] has received the required training of § 61.101(d). I have determined [he or she] is proficient to conduct operations in Class B, C, or D airspace, at an airport located in Class B, C, or D airspace, or to, from, through, or at an airport having an operational control tower.",,
0,PRIVATE PILOT ENDORSEMENTS,,,,
32,PRIVATE PILOT ENDORSEMENTS,"Aeronautical knowledge test: §§ <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=68a57376586cf7811701975891e85942&node=se14.2.61_135"">61.35</a>(a)(1), <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=3dc963e03c0719e105c1181431812650&node=se14.2.61_1103"">61.103</a>(d), and <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=3dc963e03c0719e105c1181431812650&node=se14.2.61_1105"">61.105</a>.","I certify that [First name, MI, Last name] has received the required training in accordance with § 61.105. I have determined [he or she] is prepared for the [name of] knowledge test.",,
33,PRIVATE PILOT ENDORSEMENTS,"Flight proficiency/practical test: §§ <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=3dc963e03c0719e105c1181431812650&node=se14.2.61_1103"">61.103</a>(f), <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=68a57376586cf7811701975891e85942&node=se14.2.61_1107"">61.107</a>(b), and <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=68a57376586cf7811701975891e85942&node=se14.2.61_1109"">61.109</a>.","I certify that [First name, MI, Last name] has received the required training in accordance with §§ 61.107 and 61.109. I have determined [he or she] is prepared for the [name of] practical test.","Note: The endorsement for a practical test is required in addition to the § <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=68a57376586cf7811701975891e85942&node=se14.2.61_139"">61.39</a> endorsements provided in endorsements 1 and 2 (see paragraphs A.1 and A.2).",
0,COMMERCIAL PILOT ENDORSEMENTS,,,,
34,COMMERCIAL PILOT ENDORSEMENTS,"Aeronautical knowledge test: §§ <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=68a57376586cf7811701975891e85942&node=se14.2.61_135"">61.35</a>(a)(1), <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=7d6cda414b64f63043b6b618135f6910&node=se14.2.61_1123"">61.123</a>(c), and <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=7d6cda414b64f63043b6b618135f6910&node=se14.2.61_1125"">61.125</a>.","I certify that [First name, MI, Last name] has received the required training of § 61.125. I have determined that [he or she] is prepared for the [name of] knowledge test.",,
35,COMMERCIAL PILOT ENDORSEMENTS,"Flight proficiency/practical test: §§ <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=7d6cda414b64f63043b6b618135f6910&node=se14.2.61_1123"">61.123</a>(e), <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=cf33020ba696d61b173caecefd44cb1d&node=se14.2.61_1127"">61.127</a>, and <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=cf33020ba696d61b173caecefd44cb1d&node=se14.2.61_1129"">61.129</a>.","I certify that [First name, MI, Last name] has received the required training of §§ 61.127 and 61.129. I have determined that [he or she] is prepared for the [name of] practical test.","Note: The endorsement for a practical test is required in addition to the § <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=68a57376586cf7811701975891e85942&node=se14.2.61_139"">61.39</a> endorsements provided in endorsements 1 and 2 (see paragraphs A.1 and A.2).",
0,AIRLINE TRANSPORT PILOT (ATP) ENDORSEMENTS,,,,
36,AIRLINE TRANSPORT PILOT (ATP) ENDORSEMENTS,"Restricted privileges ATP Certificate: Airplane Multiengine Land (AMEL) rating, § <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=68a57376586cf7811701975891e85942&node=se14.2.61_1160"">61.160</a>.","The [insert institution's name] certifies that the recipient of this degree has successfully completed all of the aviation coursework requirements of § 61.160[(b), (c), or (d)] and therefore meets the academic eligibility requirements of § 61.160[(b), (c), or (d)].","Note: This certifying statement can only be provided by an authorized institution of higher education in accordance with its letter of authorization (LOA). Refer to AC 61-139, Institution of Higher Education’s Application for Authority to Certify its Graduates for an Airline Transport Pilot Certificate with Reduced Aeronautical Experience.",ssig
37,AIRLINE TRANSPORT PILOT (ATP) ENDORSEMENTS,"ATP Certification Training Program (CTP): § <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=68a57376586cf7811701975891e85942&node=se14.2.61_1153"">61.153</a>(e).","The applicant named above has successfully completed the Airline Transport Pilot Certification Training Program as required by § 61.156, and therefore has met the prerequisite required by § 61.35(a)(2) for the Airline Transport Pilot Multiengine Airplane Knowledge Test.","Note: This endorsement is only provided by an approved training provider of an ATP CTP and is found on the graduation certificate a pilot receives following completion of that training in accordance with § <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=68a57376586cf7811701975891e85942&node=se14.2.61_1156"">61.156</a>. Refer to AC <a target=""farwin"" href=""https://www.faa.gov/regulations_policies/advisory_circulars/index.cfm/go/document.information/documentID/1021128"">61-138</a>, Airline Transport Pilot Certification Training Program.",ssig
0,INSTRUMENT RATING ENDORSEMENTS,,,,
38,INSTRUMENT RATING ENDORSEMENTS,"Aeronautical knowledge test: §§ <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=68a57376586cf7811701975891e85942&node=se14.2.61_135"">61.35</a>(a)(1) and <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=535b7fb30c090a99c78cd8a28851a783&node=se14.2.61_165"">61.65</a>(a) and (b).","I certify that [First name, MI, Last name] has received the required training of § 61.65(b). I have determined that [he or she] is prepared for the Instrument-[airplane, helicopter, or powered-lift] knowledge test.",,
39,INSTRUMENT RATING ENDORSEMENTS,"Flight proficiency/practical test: § <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=535b7fb30c090a99c78cd8a28851a783&node=se14.2.61_165"">61.65</a>(a)(6).","I certify that [First name, MI, Last name] has received the required training of § 61.65(c) and (d). I have determined [he or she] is prepared for the Instrument-[airplane, helicopter, or powered-lift] practical test.",,
40,INSTRUMENT RATING ENDORSEMENTS,"Prerequisites for instrument practical tests: § <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=68a57376586cf7811701975891e85942&node=se14.2.61_139"">61.39</a>(a).","I certify that [First name, MI, Last name] has received and logged the required flight time/training of § 61.39(a) in preparation for the practical test within 2 calendar-months preceding the date of the test and has satisfactory knowledge of the subject areas in which [he or she] was shown to be deficient by the FAA Airman Knowledge Test Report. I have determined [he or she] is prepared for the Instrument-[airplane, helicopter, or powered lift] practical test.",,
0,FLIGHT INSTRUCTOR (OTHER THAN FLIGHT INSTRUCTORS WITH A SPORT PILOT RATING) ENDORSEMENTS,,,,
41,FLIGHT INSTRUCTOR (OTHER THAN FLIGHT INSTRUCTORS WITH A SPORT PILOT RATING) ENDORSEMENTS,"Fundamentals of instructing knowledge test: § <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=68a57376586cf7811701975891e85942&node=se14.2.61_1183"">61.183</a>(d).","I certify that [First name, MI, Last name] has received the required fundamentals of instruction training of § 61.185(a)(1). I have determined that [he or she] is prepared for the Fundamentals of Instructing knowledge test.",,
42,FLIGHT INSTRUCTOR (OTHER THAN FLIGHT INSTRUCTORS WITH A SPORT PILOT RATING) ENDORSEMENTS,"Flight instructor aeronautical knowledge test: § <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=68a57376586cf7811701975891e85942&node=se14.2.61_1183"">61.183</a>(f).","I certify that [First name, MI, Last name] has received the required training of § 61.185(a)[(2) or (3) (as appropriate to the flight instructor rating sought)]. I have determined that [he or she] is prepared for the [name of] knowledge test.",,
43,FLIGHT INSTRUCTOR (OTHER THAN FLIGHT INSTRUCTORS WITH A SPORT PILOT RATING) ENDORSEMENTS,"Flight instructor ground and flight proficiency/practical test: § <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=68a57376586cf7811701975891e85942&node=se14.2.61_1183"">61.183</a>(g).","I certify that [First name, MI, Last name] has received the required training of § 61.187(b). I have determined that [he or she] is prepared for the CFI - [aircraft category and class] practical test.","Note: The endorsement for a practical test is required in addition to the § <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=68a57376586cf7811701975891e85942&node=se14.2.61_139"">61.39</a> endorsements provided in endorsements 1 and 2 (see paragraphs A.1 and A.2).",
44,FLIGHT INSTRUCTOR (OTHER THAN FLIGHT INSTRUCTORS WITH A SPORT PILOT RATING) ENDORSEMENTS,"Flight instructor certificate with instrument -- (category/class) rating/practical test: §§ <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=68a57376586cf7811701975891e85942&node=se14.2.61_1183"">61.183</a>(g), and <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=68a57376586cf7811701975891e85942&node=se14.2.61_1187"">61.187</a>(a) and (b)(7).","I certify that [First name, MI, Last name] has received the required certificated flight instructor - instrument training of § 61.187(b)(7). I have determined [he or she] is prepared for the certificated flight instructor - instrument - [airplane, helicopter, or powered-lift] practical test.","Note: The endorsement for a practical test is required in addition to the § <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=68a57376586cf7811701975891e85942&node=se14.2.61_139"">61.39</a> endorsements provided in endorsements 1 and 2 (see paragraphs A.1 and A.2).",
45,FLIGHT INSTRUCTOR (OTHER THAN FLIGHT INSTRUCTORS WITH A SPORT PILOT RATING) ENDORSEMENTS,"Spin training: § <a target=""farwin"" href=""https://www.ecfr.gov/cgi-bin/text-idx?SID=68a57376586cf7811701975891e85942&node=se14.2.61_1183"">61.183</a>(i)(1).","I certify that [First name, MI, Last name] has received the required training of § 61.183(i) in [an airplane, a glider]. I have determined that [he or she] is competent and possesses instructional proficiency in stall awareness, spin entry, spins, and spin recovery procedures.",Note: The above spin training endorsement is required of flight instructor applicants for the airplane and glider ratings only.,
46,FLIGHT INSTRUCTOR (OTHER THAN FLIGHT INSTRUCTORS WITH A SPORT PILOT RATING) ENDORSEMENTS,"Helicopter Touchdown Autorotation: (<a target=""farwin"" href=""https://www.faa.gov/training_testing/testing/test_standards/"">FAA-S-8081-7</a>, Flight Instructor Practical Test Standards for Rotorcraft (Helicopter & Gyroplane)).","I certify that [First name, MI, Last name] has received training in straight-in and 180-degree autorotations to include touchdown. I have determined that [he or she] is competent in instructional knowledge relating to the elements, common errors, performance, and correction of common errors related to straight-in and 180-degree autorotations.",,
0,FLIGHT INSTRUCTOR WITH A SPORT PILOT RATING ENDORSEMENT,,,,
